Time (years),Upload Waste,Download Waste
0.0,0,0
0.0027397260273972603,0,0
0.00821917808219178,0,0
0.019178082191780823,0,0
0.0410958904109589,0,0
0.08493150684931507,0,0
0.1726027397260274,0,0
0.34794520547945207,0,0
0.6986301369863014,0,0
1.4,0,0
2.802739726027397,0,0
5.608219178082192,0,0
11.219178082191782,0,0
22.44109589041096,0,0
44.88493150684931,0,0
89.77260273972603,0,0
